2.693755454243792480e-01 1.625225096451973494e-01 4.377958967941397023e-02
2.981408524312439967e-01 7.644149629269467727e-01 2.279033286582376749e-01
2.742347512629959017e-01 6.859529831667849908e-01 1.881121457168533073e-01
7.314080736674188898e-01 2.684489800877583598e-01 1.963457514039706198e-01
7.457072661133178348e-01 7.498966771368827944e-01 5.592034009752062662e-01
2.935990583340090110e-01 6.383842848368617151e-01 1.874290248833323791e-01
8.030781240348163763e-01 7.506834106035504828e-01 6.028574251315571564e-01
2.493084210996532046e-01 7.439895515198757803e-01 1.854828604040593132e-01
7.347497183884730276e-01 7.626975175863812684e-01 5.603917862621811130e-01
2.049080210016062664e-01 2.584507964032256577e-01 5.295864121727402590e-02
2.437049240923169768e-01 7.459533412280155984e-01 1.817925024003837764e-01
7.382744585226472811e-01 7.411252265042201914e-01 5.471538252948774383e-01
1.725535894443184226e-01 2.754296116308761477e-01 4.752636812616227446e-02
2.527383208163070383e-01 2.339247626655906465e-01 5.912175171345453173e-02
8.053857423497511325e-01 2.646161720051421473e-01 2.131180921281108365e-01
7.511819165376070195e-01 7.405252290835556694e-01 5.562691608274358268e-01
2.471391165718432315e-01 2.308063803964981453e-01 5.704128495033534973e-02
6.658324216643478621e-01 7.180283699064889946e-01 4.780865683585417414e-01
6.638700325232687049e-01 7.631542404071519625e-01 5.066352303993664208e-01
3.097315590176223932e-01 7.684077987144264377e-01 2.380001454571186725e-01
7.555933723843817340e-01 7.562294208290479824e-01 5.714019383805081231e-01
3.238010826963007016e-01 7.444117770916371946e-01 2.410413393941493732e-01
7.144228968279869862e-01 2.661281290359574503e-01 1.901280288732810353e-01
8.711398788699281637e-01 7.495251469643072761e-01 6.529412457364517364e-01
2.787378028652452433e-01 6.919118951041375309e-01 1.928620014176553321e-01
2.926060613787259124e-01 7.559386265184271370e-01 2.211922241496006580e-01
2.521283221008707720e-01 1.818612026133683002e-01 4.585235987015504749e-02
2.508607228983530946e-01 7.714042099384282869e-01 1.935150177519870673e-01
7.976420946035389647e-01 3.260047691130804060e-01 2.600351268861005316e-01
7.436701425348231087e-01 7.154592395822879647e-01 5.320656746780162427e-01
3.062208461511909952e-01 7.576873769358964950e-01 2.320196696833866090e-01
2.822295658834859666e-01 7.087121881991442773e-01 2.000195332117798985e-01
7.999118550447544829e-01 7.170084150795467126e-01 5.735435313889795106e-01
6.625930127098151878e-01 7.219880782886738402e-01 4.783842559338623013e-01
2.297123738276446447e-01 8.190934392640487616e-01 1.881558983199943247e-01
2.145082968524377465e-01 2.512814985421554237e-01 5.390196628280607971e-02
2.751233758452876765e-01 7.246772076809692154e-01 1.993756397753248810e-01
2.251396660818777151e-01 2.729222999383117410e-01 6.144563547440957951e-02
2.786233388910742681e-01 2.926700733950771127e-01 8.154471304283214539e-02
8.235809857213168828e-01 2.176642678751119497e-01 1.792641522928934694e-01
2.686679383301084356e-01 2.008717045181981353e-01 5.396778672175901737e-02
2.652814319232494888e-01 6.930841951202694196e-01 1.838623677248779065e-01
2.613271489154365690e-01 8.000761505996359935e-01 2.090816193514403176e-01
2.385853795124447674e-01 2.369147693790049913e-01 5.652440016439323756e-02
7.194610828530676461e-01 8.000081901387834371e-01 5.755747587685720035e-01
7.989455679002642752e-01 2.800429754304506469e-01 2.237390940417611496e-01
3.107026940037189711e-01 3.090692893136769426e-01 9.602866082357425226e-02
2.680641566545685639e-01 2.445629614473878721e-01 6.555856400933779415e-02
7.484740432497449802e-01 7.844632330089296168e-01 5.871503677909604146e-01
3.039284659880503447e-01 8.393358103245946999e-01 2.550980452807912746e-01
7.301345777653388547e-01 7.778509653804364099e-01 5.679358861724062013e-01
2.281869833239802969e-01 7.871949517676068986e-01 1.796276413317163811e-01
2.586867717851762949e-01 2.454804476662395263e-01 6.350254454315941433e-02
8.246928859767211906e-01 1.141784333656414019e-01 9.416214172861156473e-02
1.818105946553927321e-01 2.320435321664789940e-01 4.218797256912529964e-02
7.883879945970876379e-01 2.034189815011830382e-01 1.603730828886997528e-01
1.958657789744061850e-01 2.589366013866817307e-01 5.071681913558772486e-02
7.588735185440097508e-01 7.421723810805377353e-01 5.632149661967733589e-01
2.693443796555141656e-01 8.116384871410199375e-01 2.186102648235380141e-01
7.496979924188544864e-01 7.469733625141222744e-01 5.600044302671987051e-01
7.419285196570691854e-01 2.463565342181742723e-01 1.827789387403361554e-01
7.528857111833694438e-01 7.487173521227278306e-01 5.636985961282492408e-01
2.906884330895130875e-01 8.558867701605552547e-01 2.487963841200160342e-01
2.853220614016444001e-01 6.406887140764618849e-01 1.828026246170648406e-01
3.344612640238759371e-01 2.389264204171395733e-01 7.991163258141649461e-02
7.922740634106617552e-01 2.726037713254664818e-01 2.159768976090981618e-01
8.794995401933166645e-01 2.837425135425070133e-01 2.495514101939308449e-01
2.925946637777490089e-01 6.901771547851947020e-01 2.019421525514574767e-01
6.637951168912104016e-01 2.348019495404963519e-01 1.558603875415178752e-01
2.279151510168440919e-01 2.882906903689205769e-01 6.570581623218277323e-02
2.165429096793357044e-01 2.751858478517582030e-01 5.958954419639469341e-02
7.552922177723194741e-01 2.462434607353735094e-01 1.859857695707513303e-01
7.468583120619370908e-01 7.572034347426765954e-01 5.655236791594165924e-01
7.090203276743733962e-01 6.167925173421041629e-01 4.373184327530003079e-01
1.731397605334651091e-01 3.043796852122977459e-01 5.270022580890872110e-02
7.360631221136288982e-01 7.801521200867143069e-01 5.742412052345936546e-01
2.282342840808881390e-01 2.185043086258852962e-01 4.987017444781836201e-02
2.174760457855586249e-01 2.151301273488819832e-01 4.678564942517851599e-02
8.046720587211415587e-01 7.762931651384935572e-01 6.246614193631426781e-01
7.196688652580991441e-01 7.724131601813881698e-01 5.558817024981620447e-01
7.305401641378393984e-01 2.721682670467751031e-01 1.988298504814624001e-01
2.134964320525684911e-01 3.008535128914222589e-01 6.423115157280007148e-02
2.984767551984875422e-01 2.157888560644523612e-01 6.440795756611121525e-02
3.018311426111032758e-01 8.248451691113921624e-01 2.489639598701401946e-01
8.772372932816223656e-01 7.905483115711231523e-01 6.934984610510087633e-01
2.949813556547530857e-01 1.904430255587392651e-01 5.617714185430969925e-02
9.137399973020154942e-01 7.579493865054311996e-01 6.925686703805370437e-01
2.485835796545017573e-01 2.092862765895621147e-01 5.202513180719550018e-02
2.542140051354432884e-01 2.236181802344284764e-01 5.684687321849348635e-02
2.624211569272069111e-01 2.540971521048884796e-01 6.668046862727330937e-02
2.433263034632694444e-01 2.504626082126728548e-01 6.094414061215879669e-02
2.522093243278440422e-01 7.986497721576989450e-01 2.014269194104798544e-01
2.364671351123520948e-01 2.223168251217638725e-01 5.257062272381728824e-02
2.159502096025158746e-01 8.122305727146518217e-01 1.754013624233005664e-01
6.974202590397677870e-01 7.011244812885576438e-01 4.889784173593886840e-01
7.850303203649958705e-01 8.650660804877738919e-01 6.791031023022084945e-01
7.147118370825443767e-01 7.853741930577787800e-01 5.613162323175459045e-01
2.649964727992431546e-01 2.203155524448058844e-01 5.838284430069023284e-02
6.596967065833037047e-01 7.185292668674154726e-01 4.740113909361496902e-01
2.079234630983872456e-01 2.396394485510151551e-01 4.982666403771486563e-02
8.157569366029640001e-01 7.162749839560378362e-01 5.843062866773146569e-01
2.180923994981615877e-01 7.136349016057849104e-01 1.556383480568400701e-01
7.673921408470791850e-01 2.672447657052291481e-01 2.050815328847118701e-01
7.767362030641463688e-01 7.756179668631245638e-01 6.024505546095962893e-01
2.919579202254437011e-01 2.104639358149277273e-01 6.144661298298757096e-02
7.391866562922050354e-01 1.989343485945573586e-01 1.470496159592787622e-01
2.548520024206369916e-01 7.171927085112272948e-01 1.827779978855665066e-01
7.259566494478990606e-01 7.421243312540557469e-01 5.387500929909571079e-01
2.989086108222851479e-01 7.638987740954072958e-01 2.283359213737048143e-01
7.426116154687583126e-01 3.361420290736807925e-01 2.496229752373524124e-01
2.218128807084505938e-01 3.333845619479363087e-01 7.394899006939664732e-02
7.577146475827221117e-01 7.753570672557336119e-01 5.874994069664511986e-01
6.565644594327332273e-01 2.691258609406319002e-01 1.766984754078549102e-01
2.376086249275606854e-01 7.184232627657947123e-01 1.707035635817520935e-01
6.751099440891907832e-01 7.408546337785475444e-01 5.001583303884531428e-01
7.393416830237817816e-01 2.887577755943036006e-01 2.134906597940959272e-01
7.653533441803420656e-01 8.208954754679077537e-01 6.282750973718751464e-01
3.036414260517189545e-01 2.534977070183364600e-01 7.697240525988852111e-02
7.413082261632666370e-01 3.161192202560950126e-01 2.343417784241607904e-01
2.102451045044210209e-01 2.611049427015680879e-01 5.489603596491204884e-02
7.919785906933090036e-01 2.131091975617473433e-01 1.687779219487346161e-01
2.295500831934414454e-01 2.495712271030103568e-01 5.728909594418529760e-02
2.630485366332707131e-01 7.836770049396495352e-01 2.061450893425192665e-01
2.360904423023186538e-01 1.987611052694768232e-01 4.692559725556850331e-02
6.870908798795433148e-01 7.514764482374099996e-01 5.163326140281960797e-01
2.299140077182472153e-01 7.684654256988139309e-01 1.766809658153232487e-01
6.868182144012771051e-01 2.063257895351690574e-01 1.417083103534785282e-01
2.773251935583943006e-01 6.823276782089796599e-01 1.892266554295550518e-01
7.175304209052376647e-01 2.196327099976261021e-01 1.575931508491546507e-01
2.248499723033316466e-01 7.470384273491600391e-01 1.679715696989830531e-01
7.575325238282961671e-01 2.504211387724237792e-01 1.897021572742301765e-01
3.139008524030326708e-01 1.812593095800519860e-01 5.689745178316350099e-02
2.464428816528827781e-01 2.672929556658284467e-01 6.587244623980299807e-02
2.839300654009779823e-01 2.554462486711720492e-01 7.252887009164037113e-02
6.791127904830481787e-01 7.769739788035032735e-01 5.276529668779638138e-01
2.756621869888373211e-01 2.305325885137012309e-01 6.354911752188459328e-02
8.501187711176821926e-01 2.392378649130071644e-01 2.033805997246637132e-01
2.851019761113216533e-01 7.078979903672423246e-01 2.018231159389341223e-01
7.284983705392648057e-01 2.880246972019899210e-01 2.098255225867148022e-01
1.628572506504436801e-01 2.476746380563192851e-01 4.033561060969590578e-02
7.829673695475976025e-01 7.983914589540707096e-01 6.251144604865375154e-01
7.507754878817001210e-01 2.893353464408194853e-01 2.172258858855269648e-01
2.094181014343530767e-01 7.538978347190791185e-01 1.578798532223392725e-01
7.518756168797851025e-01 2.558025419259998268e-01 1.923316940100281980e-01
3.310729747037647330e-01 3.094604253650348746e-01 1.024539835786944658e-01
7.938717241971784411e-01 1.825883542950320071e-01 1.449517316425223412e-01
2.368268878779553333e-01 3.046605786900933310e-01 7.215181671027172394e-02
3.367845514958967557e-01 3.209770470905545792e-01 1.081001108448697567e-01
6.639298822606241046e-01 7.773986681804491150e-01 5.161382062346115962e-01
7.397973357290598129e-01 7.059310409390525676e-01 5.222459032951529689e-01
2.668282487571161377e-01 2.757125844998924991e-01 7.356790608240472429e-02
7.114178838074041167e-01 7.129551907940570032e-01 5.072090730842120365e-01
8.528714257579835811e-01 1.955977870485827164e-01 1.668197635152312008e-01
8.562888504690523428e-01 6.271230280497716025e-01 5.369984567914102280e-01
2.916640491761287590e-01 3.009863877197203608e-01 8.778690858922987006e-02
8.253485078559026356e-01 1.425920379642300895e-01 1.176881257659095209e-01
3.351055861567188154e-01 2.248847332482432348e-01 7.536013035284989947e-02
7.932508720596520568e-01 2.307313166482753974e-01 1.830278181427161810e-01
7.878437529901947123e-01 2.022587091545470228e-01 1.593482604952705661e-01
2.386103266461750971e-01 6.741234963287993098e-01 1.608528276588764294e-01
6.985092046830787549e-01 7.741219618711917549e-01 5.407313159143507519e-01
7.656286366975156854e-01 7.986499487074752990e-01 6.114692714274451157e-01
1.510102528702528812e-01 7.726532079901686778e-01 1.166785563196074682e-01
1.899773042764327513e-01 7.812344384197569269e-01 1.484168126188982195e-01
7.087060842210662903e-01 7.671566918694627812e-01 5.436886150787940686e-01
6.991200565984883042e-01 3.185843361144675145e-01 2.227286990957383639e-01
8.214267951273368507e-01 7.633630984624948379e-01 6.270469034885207682e-01
8.583680783114306934e-01 7.363860482735036239e-01 6.320902771518757124e-01
7.321382271799702357e-01 2.840600496545980791e-01 2.079712211667717470e-01
2.587668134465246905e-01 7.580730220399402031e-01 1.961641402730524009e-01
7.001913736529250532e-01 3.095144592989496624e-01 2.167193544219739310e-01
1.668271042383079328e-01 8.162930740935254725e-01 1.361798097608094005e-01
2.081725737728054859e-01 2.738158824436377481e-01 5.700095698816401435e-02
2.205539450600071394e-01 2.248644692445506132e-01 4.959474579571027802e-02
7.390808001781276060e-01 2.268148735371937619e-01 1.676345182261699818e-01
8.123735018660873664e-01 7.871107310072983365e-01 6.394279009047748596e-01
8.248400431990364767e-01 1.684707521554217324e-01 1.389614224856522418e-01
2.856995351629653124e-01 1.960233251239397179e-01 5.600377286900840024e-02
7.767702472703560401e-01 8.112621563359738719e-01 6.301643057781766144e-01
2.673745953162803279e-01 1.765036228014232600e-01 4.719258471838793517e-02
3.078386796342441056e-01 7.421893973867074168e-01 2.284746041300593222e-01
7.379585684699391246e-01 6.958429770461217467e-01 5.135032872208167287e-01
7.678503329204685590e-01 6.807850635637681114e-01 5.227410377047216894e-01
2.566509330587587456e-01 2.325517766945201514e-01 5.968463047312070474e-02
7.426892861018433711e-01 7.642716835900212891e-01 5.676163910733268425e-01
2.155322171784643248e-01 7.125314102742501543e-01 1.535734746657071437e-01
1.807391438664185945e-01 6.866149224736275425e-01 1.240981932537908172e-01
7.876015495785800846e-01 2.213372024822200523e-01 1.743255236543844455e-01
2.426339186140917814e-01 2.097047930072797606e-01 5.088149567951327779e-02
8.030323442507727449e-01 7.592976827010837759e-01 6.097405981236306838e-01
2.633713776610296931e-01 8.451546003359142745e-01 2.225895314270266989e-01
7.470332327279717299e-01 2.692263253623457531e-01 2.011210121709058607e-01
2.180589262435002618e-01 2.513155432344982287e-01 5.480159750601665269e-02
8.235177788283425393e-01 2.389422845072480539e-01 1.967732194055787920e-01
8.485742756533839470e-01 3.144982043208254252e-01 2.668750859258343655e-01
2.012559858639727250e-01 7.438353324171248504e-01 1.497013131460643298e-01
7.477536946062682821e-01 7.568113504757810750e-01 5.659084834382246409e-01
2.372024548645924880e-01 1.401950232949031594e-01 3.325460368534975675e-02
1.720676642713948046e-01 6.895095093460443803e-01 1.186422907660893283e-01
7.047042642996002026e-01 7.321463783113891788e-01 5.159466748875443098e-01
1.880479897177317616e-01 7.098564496399811796e-01 1.334870783429647489e-01
6.763051768814531961e-01 2.473539963843261746e-01 1.672867882770360526e-01
2.638138874624905150e-01 2.234298591862340921e-01 5.894389972711726322e-02
7.636354381752338272e-01 1.898757499000260085e-01 1.449958514737574589e-01
2.601395803511783456e-01 7.353426520837538227e-01 1.912917289273902699e-01
7.582827034530676968e-01 7.939560554550710858e-01 6.020431441534049855e-01
7.433966065649512123e-01 7.363966604586951181e-01 5.474347784707565001e-01
8.232893681057381619e-01 8.137957300868334798e-01 6.699893723903369569e-01
2.542538645049208235e-01 2.227329500484445668e-01 5.663071330239852208e-02
3.264582667745676292e-01 7.697667994439200134e-01 2.512967351670683525e-01
2.966958445130322142e-01 3.173918183854813058e-01 9.416883359740732540e-02
7.339017678576484904e-01 2.371849915642761375e-01 1.740704846183236953e-01
2.212359562650497991e-01 1.819715900107691242e-01 4.025865872910409232e-02
2.567618816868550424e-01 7.791219632399146722e-01 2.000488213450371811e-01
3.228592490359022960e-01 2.094036437769543069e-01 6.760790317520906645e-02
2.527539140659577077e-01 2.809818106133555871e-01 7.101925241386528032e-02
2.197620258635044899e-01 7.132656776992758463e-01 1.567487103100983215e-01
2.847675915731950891e-01 2.877557511778242594e-01 8.194351222424460512e-02
2.442774666829888308e-01 7.587377929956886646e-01 1.853425459496288175e-01
7.405260364921509852e-01 2.762904212217257016e-01 2.046002505480714051e-01
2.268837791308481178e-01 2.521782496992893141e-01 5.721515430637742067e-02
7.890027744237155805e-01 2.132846702321267163e-01 1.682821965551952459e-01
7.537412721416814065e-01 2.435304510180190674e-01 1.835589519555591298e-01
7.324478067919941715e-01 2.102052286660855973e-01 1.539643587126840185e-01
8.058895610565295353e-01 2.703256810461480697e-01 2.178526444405876616e-01
6.844488008618661024e-01 7.144092006189450839e-01 4.889765206883213144e-01
7.184549471961563238e-01 6.713770679728581214e-01 4.823541759191500300e-01
7.544196826254806476e-01 7.558608396244295147e-01 5.702362947384914671e-01
1.817039300596715867e-01 2.857122938035231430e-01 5.191504665046371009e-02
7.729933474175538777e-01 7.647844104767844708e-01 5.911732615072101682e-01
7.874351201651994536e-01 2.985417529282449189e-01 2.350822610913818334e-01
1.202657684501474422e-01 2.747259500542115207e-01 3.304012749646657171e-02
7.218169019497492345e-01 7.608987149491552859e-01 5.492295531221446092e-01
7.805703469752476309e-01 7.078247105493269409e-01 5.525069799111423929e-01
7.841723666833019246e-01 7.579545072789211080e-01 5.943669798111875791e-01
2.288007319009030260e-01 8.638158024166693316e-01 1.976416878204997896e-01
2.993562559332328399e-01 7.942176631087984884e-01 2.377540260242915759e-01
7.771477936184086888e-01 7.881241772005010970e-01 6.124889654086931312e-01
7.461554657507175614e-01 3.388554425098428413e-01 2.528388405280972973e-01
1.592837292865593168e-01 7.413486315595045895e-01 1.180847747362853278e-01
7.668337856929892116e-01 1.556352239956026451e-01 1.193463480037243313e-01
7.150344581290413171e-01 2.427833991800956159e-01 1.735984962754663907e-01
7.013512815156308644e-01 2.564165258043891171e-01 1.798380589746941260e-01
8.148816928480915323e-01 2.929857720242007857e-01 2.387487418874857659e-01
7.581585856290786740e-01 2.738915055708429636e-01 2.076531964794092189e-01
2.317306296660237297e-01 7.285089477165831440e-01 1.688178371716961834e-01
1.803823298992126012e-01 2.434681927842493598e-01 4.391735987077356046e-02
2.599008227414336680e-01 3.038490428285841594e-01 7.897061622034613759e-02
8.217060897772106021e-01 2.758429058678563695e-01 2.266617955734594458e-01
2.880006959782192011e-01 3.152130146386208365e-01 9.078156759731539904e-02
7.420798183281087645e-01 7.803376854570346355e-01 5.790728478585331906e-01
7.275774027384960263e-01 6.634281891532719522e-01 4.826953587676412472e-01
7.803449345424275929e-01 6.946358153572503857e-01 5.420555398657793678e-01
6.390729976360696174e-01 7.047446114126054706e-01 4.503832513833208040e-01
7.987380935009003036e-01 7.223227254561793709e-01 5.769466766232429489e-01
1.845710045658312537e-01 3.482767811389757551e-01 6.428179536177490438e-02
7.442198562685435892e-01 6.710784525319080096e-01 4.994299094882132528e-01
7.540268969489520856e-01 6.924411157924690308e-01 5.221192258608654546e-01
2.658342953530338226e-01 8.068917872559772109e-01 2.144995096913427657e-01
2.362591236848608778e-01 2.398713739881880025e-01 5.667180061553282744e-02
3.137787572315622331e-01 7.359248278396397502e-01 2.309175778953735658e-01
3.266598295011863273e-01 2.944806675343139557e-01 9.619500464815453067e-02
7.787740030802099422e-01 2.400019447336516620e-01 1.869072752472612231e-01
2.833888465158730385e-01 7.329223677708004425e-01 2.077020243882496120e-01
7.743591722646285813e-01 2.398923134800685086e-01 1.857628132990726544e-01
